eventid,country_txt,latitude,longitude,nkill,summary,targtype1_txt,gname
198501000001,West Germany (FRG),50.084284,8.238717,0.0,,Military,Unknown
198501000002,France,41.918891,8.737554,1.0,,Police,Unknown
198501000003,France,41.918891,8.737554,0.0,,Unknown,Unknown
198501000004,France,41.918891,8.737554,0.0,,Unknown,Unknown
198501000005,France,41.918891,8.737554,0.0,,Unknown,Unknown
198501000006,France,41.918891,8.737554,0.0,,Unknown,Unknown
198501000007,France,41.918891,8.737554,0.0,,Unknown,Unknown
198501000008,France,41.918891,8.737554,0.0,,Unknown,Unknown
198501000009,France,41.918891,8.737554,0.0,,Unknown,Unknown
198501000010,France,41.918891,8.737554,0.0,,Unknown,Unknown
198501000011,France,41.918891,8.737554,0.0,,Unknown,Unknown
198501000012,France,41.918891,8.737554,0.0,,Unknown,Unknown
198501000013,France,41.918891,8.737554,0.0,,Police,Unknown
198501000014,France,41.918891,8.737554,0.0,,Police,Unknown
198501010001,Sri Lanka,9.666399,80.020477,0.0,,Transportation,Tamils
198501010002,Israel,31.771599,35.2034,0.0,,Government (General),Unknown
198501010003,Israel,31.771599,35.2034,0.0,,Private Citizens & Property,Unknown
198501010004,Japan,34.693738,135.502165,0.0,,Government (Diplomatic),Chukakuha (Middle Core Faction)
198501010005,Peru,-12.57906,-74.228928,,,Private Citizens & Property,Shining Path (SL)
198501010006,Peru,-11.495531,-77.207192,,,Government (General),Shining Path (SL)
198501010007,Peru,-15.188188,-72.964306,30.0,,Private Citizens & Property,Shining Path (SL)
198501010008,Sri Lanka,9.762422,80.028899,,,Government (General),Tamils
198501010009,Sri Lanka,9.659069,80.131693,,,Government (General),Tamils
198501010010,United States,38.908642,-77.015381,0.0,"1/1/1985: Kenneth Shields, Thomas Spinks, and Michael Donald Bray bombed the Hillcrest Women's Surgi-Center in Washington, D.C., United States. There were no casualties but the building sustained over $100,000 in damages. Twelve hours after the bomb detonated, a member claiming to be from the Army of God took credit for the incident.",Abortion Related,Army of God
198501020001,Peru,-16.409501,-71.537384,,,Utilities,Shining Path (SL)
198501020002,Peru,-6.774056,-79.843559,,,Utilities,Shining Path (SL)
198501020003,Peru,-15.493296,-70.135574,,,Utilities,Shining Path (SL)
198501020004,West Germany (FRG),50.11797,8.644191,0.0,,Government (Diplomatic),Red Army Faction (RAF)
198501020005,Colombia,3.429344,-76.516037,0.0,,Transportation,Unknown
198501020006,Colombia,3.429344,-76.516037,0.0,,Transportation,Unknown
198501020007,Colombia,3.429344,-76.516037,0.0,,Transportation,Unknown
198501020008,Colombia,3.429344,-76.516037,0.0,,Transportation,Unknown
198501020009,Colombia,3.429344,-76.516037,0.0,,Transportation,Unknown
198501020010,Colombia,3.429344,-76.516037,0.0,,Transportation,Unknown
198501020011,Colombia,3.429344,-76.516037,0.0,,Transportation,Unknown
198501020012,Colombia,3.429344,-76.516037,0.0,,Transportation,Unknown
198501020013,Colombia,3.429344,-76.516037,0.0,,Transportation,Unknown
