eventid,country_txt,latitude,longitude,nkill,summary,targtype1_txt,gname
198801010001,Chile,-33.366238,-70.505302,0.0,,Utilities,Manuel Rodriguez Patriotic Front (FPMR)
198801010002,Peru,-11.967368,-76.978462,0.0,,Utilities,Shining Path (SL)
198801010003,Peru,-11.967368,-76.978462,0.0,,Utilities,Shining Path (SL)
198801010004,Peru,-11.967368,-76.978462,0.0,,Utilities,Shining Path (SL)
198801010005,Peru,-11.967368,-76.978462,0.0,,Utilities,Shining Path (SL)
198801010006,Peru,-11.967368,-76.978462,0.0,,Utilities,Shining Path (SL)
198801010007,Sri Lanka,9.666399,80.020477,0.0,,Private Citizens & Property,Liberation Tigers of Tamil Eelam (LTTE)
198801010009,Peru,-9.594479,-77.808837,0.0,,Private Citizens & Property,Shining Path (SL)
198801010010,Peru,-14.053026,-73.294548,10.0,,Private Citizens & Property,Shining Path (SL)
198801010011,United Kingdom,55.011562,-7.312045,0.0,,Military,Irish Republican Army (IRA)
198801010012,Nicaragua,13.130707,-85.971684,2.0,,Business,Nicaraguan Resistance
198801010013,Mozambique,-25.891968,32.605135,22.0,,Transportation,Mozambique National Resistance Movement (MNR)
198801010014,India,27.046316,88.271156,0.0,,Police,Unknown
198801010015,India,27.046316,88.271156,0.0,,Police,Unknown
198801010016,India,27.067992,88.47127,0.0,,Police,Unknown
198801010019,India,30.378179,76.776697,1.0,,Government (General),Unknown
198801010021,Colombia,3.09048,-75.67288,2.0,,Private Citizens & Property,Revolutionary Armed Forces of Colombia (FARC)
198801020002,Guatemala,14.70208,-91.2506,18.0,,Military,Guatemalan National Revolutionary Unity (URNG)
198801020003,Philippines,10.841239,123.499231,1.0,,Government (General),New People's Army (NPA)
198801020004,Colombia,7.289972,-75.392693,11.0,,Private Citizens & Property,Simon Bolivar Guerrilla Coordinating Board (CGSB)
198801020005,United States,25.774591,-80.214195,0.0,"1/2/1988: Unknown perpetrators threw a pipe bomb through the window of the Miami-Cuba offices in Miami, Florida, United States. There were no casualties but the building sustained $1,000 in damages. Miami-Cuba was a business establishment that sent medicine and other supplies to Cuba.",Business,Cuban Exiles
198801030001,Chile,-33.583333,-70.7,0.0,,Military,Manuel Rodriguez Patriotic Front (FPMR)
