eventid,country_txt,latitude,longitude,nkill,summary,targtype1_txt,gname
198901000002,United States,38.878742,-77.100006,0.0,"1/0/1989: Unknown perpetrators failed in their attempts to firebomb the house of Nguyen Thanh Hoang in Arlington, Virginia, United States. It was suspected that the residence was targeted because it housed the publishing offices for the controversial Vietnamese anti-communist magazine Tien Phong. Hoang's name was also on a hit-list credited to the Vietnamese Organization to Exterminate Communists and Restore the Nation (VOECRN), however, the VOECRN denied any involvement in the incident.",Journalists & Media,Unknown
198901010001,India,31.8186,75.2028,1.0,,Private Citizens & Property,Sikh Extremists
198901010002,India,24.867222,84.143611,5.0,,Private Citizens & Property,Sikh Extremists
198901010003,India,30.954424,74.612085,6.0,,Private Citizens & Property,Sikh Extremists
198901010004,India,25.216667,84.983333,16.0,,Private Citizens & Property,Naxalites
198901010005,India,27.056736,76.214425,1.0,,Private Citizens & Property,Sikh Extremists
198901010006,India,29.933673,78.179867,3.0,,Religious Figures/Institutions,Sikh Extremists
198901010008,Indonesia,-8.54966,125.566599,84.0,,Military,Revolutionary Front for an Independent East Timor (FRETILIN)
198901010009,Israel,32.08297,34.811886,0.0,,Private Citizens & Property,Keshet
198901010010,Pakistan,24.891115,67.143311,1.0,,Police,Unknown
198901010011,United Kingdom,54.607712,-5.95621,0.0,,Private Citizens & Property,Irish Republican Army (IRA)
198901020001,South Africa,-26.252697,27.870275,0.0,,Police,Unknown
198901030001,West Bank and Gaza Strip,31.862497,35.46188,1.0,,Private Citizens & Property,Palestinians
198901040001,Thailand,13.785793,100.560852,1.0,,Government (Diplomatic),Soldiers of Truth
198901040002,Colombia,9.30535,-75.3978,3.0,,Unknown,Unknown
198901040003,Colombia,4.092517,-75.154538,1.0,,Government (General),Unknown
198901040004,Colombia,4.092517,-75.154538,1.0,,Government (General),Unknown
198901040005,Colombia,2.771723,-77.664614,1.0,,Police,Unknown
198901040006,Colombia,1.99147,-76.04537,3.0,,Private Citizens & Property,Unknown
198901040007,Colombia,5.274444,-73.0575,3.0,,Private Citizens & Property,Unknown
198901040008,Colombia,8.09242,-76.72738,4.0,,Private Citizens & Property,Unknown
198901040009,Colombia,9.495495,-75.352055,1.0,,Journalists & Media,Death Squad
198901040010,Peru,-13.163874,-74.223564,1.0,,Private Citizens & Property,Shining Path (SL)
198901040011,South Africa,-26.184113,28.033232,0.0,,Government (General),Unknown
198901040012,Bolivia,-17.783219,-63.182042,0.0,,Government (General),Unknown
198901040013,Peru,-13.336829,-74.527031,8.0,,Private Citizens & Property,Shining Path (SL)
198901040014,Colombia,1.61456,-75.6053,0.0,,Religious Figures/Institutions,The Extraditables
198901050001,Spain,43.258434,-2.921819,0.0,,Business,Basque Fatherland and Freedom (ETA)
198901050002,West Bank and Gaza Strip,32.149831,35.114631,1.0,,Business,Palestinians
198901050003,Colombia,6.18676,-74.58397,4.0,,Business,Revolutionary Armed Forces of Colombia (FARC)
198901050004,Philippines,6.929089,122.07885,16.0,,Military,Muslims
198901060001,Colombia,4.814278,-75.694558,1.0,,Government (General),Death Squad
198901060003,Peru,-13.152712,-74.218628,3.0,,Police,Shining Path (SL)
