eventid,country_txt,latitude,longitude,nkill,summary,targtype1_txt,gname
199901000001,Colombia,0.435951,-75.52767,20.0,"1/10/1999: Members of a right-wing death squad killed at least 20 civilians in a jungle-covered area in Putumayo province, Colombia. The assailants believed that the victims were providing support to the Revolutionary Armed Forces of Colombia (FARC). No group claimed responsibility for the attack.",Private Citizens & Property,Right-Wing Death Squad
199901010001,Angola,-12.765538,15.732861,,"01/01/1999: A United Nations (UN) chartered C-130 cargo plane was hit by anti-aircraft fire and crashed 20 minutes after it took off from Huambo, Angola, about 300 miles southeast of Luanda. The aircraft had four UN workers and four crewmembers on board. The Angola government accused National Union for the Total Independence of Angola (UNITA) of carrying out this attack.",Government (Diplomatic),National Union for the Total Independence of Angola (UNITA)
199901010002,South Africa,-33.941849,18.41964,0.0,"01/01/1999: A car bomb exploded at approximately 7:00 p.m. on New Year's Day in a parking lot outside of the complex housing the Nu Metro cinema at the Victoria and Alfred Waterfront in Cape Town, South Africa. Two passersby were slightly injured. A caller to a radio station later claimed responsibility for the attack on behalf of a Islamic group, but the group later disavowed any part in the action.",Private Citizens & Property,Unknown
199901020001,Philippines,6.050458,121.012245,10.0,"01/02/1999: Suspected Abu Sayyaf Group (ASG) rebels threw grenades into a crowd that was watching fireman put out a fire in Jolo, Philippines. The attack resulted in at least 10 dead and 70 wounded. Police suspected the attack was motivated by the recent death of ASG leader, Abdurajak Abubakar Janjalani, who was killed December 18, 1998.",Private Citizens & Property,Abu Sayyaf Group (ASG)
199901030001,Greece,37.99749,23.762728,0.0,"01/03/1999: A homemade bomb exploded at a York University building, a United States institution in Athens, Greece. There were no casualties reported. Fight Against Authority claimed responsibility for the attack in an anonymous telephone call to the private Skai radio station.",Educational Institution,Fight Against Authority
199901030002,Pakistan,31.239837,74.212038,4.0,"01/03/1999: A time bomb, attached to a bridge near Raiwind, Pakistan, exploded immediately before Pakistani Prime Minister Nawaz Sharif was to have passed over. Four people were killed and three were wounded in the attack, which Police called an assassination attempt. Police immediately blamed the explosion on the ethnic Muttahida Qami Movement (MQM), though MQM denied any responsibility for the attack.",Government (General),Muttahida Qami Movement (MQM)
199901040001,Pakistan,30.390635,71.003269,17.0,"01/04/1999: Four gunmen drove into a Shi'ite Islamic mosque compound in Karam Dad Qureshi, Pakistan, where they shot and killed Shia/Shi'ite worshipers completing their morning prayers. Seventeen people were killed and twenty-five people injured, several of them seriously. Authorities believed that Lashkar-e Jhangvi was responsible for the attack.",Religious Figures/Institutions,Lashkar-e-Jhangvi
199901040002,India,34.161541,74.553093,2.0,"01/04/1999: Reported Islamic militants fired four missiles at a police complex in Pattan, 25 kilometers north of Srinagar, India. One police officer and his wife died as a result of the attack. The family's five-year-old child was seriously injured in the attack, which also damaged several other buildings in the complex.",Police,Unknown
199901040003,West Bank and Gaza Strip,31.530243,35.094162,0.0,"01/04/1999: Gunmen opened fire on a van carrying Jewish settlers in Hebron, West Bank, injuring two Israeli women. Israeli Army officials suspected that the gunmen were Palestinian militants, whom they believed fled from the Israeli-controlled part of Hebron, where the attack occurred, into the Palestinian part of the city, where Israeli officers were not allowed to pursue them.",Private Citizens & Property,Unknown
199901050001,Philippines,6.681959,121.985477,0.0,"01/05/1999: Six suspected Abu Sayyaf Group (ASG) rebels threw a grenade at the Queen Bee restaurant, which was frequented by Philippine soldiers, in downtown Isabela, Basilan Province, Philippines. Four people were injured by shrapnel as a result of this incident. Police believed the attacks was staged by the ASG to avenge the death of their leader Abdujarak Abubakar Janjalani, who was killed by the Philippine National Police on December 18, 1998.",Military,Abu Sayyaf Group (ASG)
199901050002,Yugoslavia,42.672479,21.163748,0.0,"01/05/1999: An explosive device, believed to be a hand grenade, was thrown by unknown perpetrators at the Cool Cafe in Pristina, Kosovo, Federal Republic of Yugoslavia (FRY). Two young men and a young woman were injured. The Cool Cafe is a Serbian cafe frequented mainly by teenagers.",Business,Unknown
199901050003,United Kingdom,54.607712,-5.95621,0.0,"01/05/1999: Two men were shot in west Belfast, Northern Ireland, in what was reported to be a joint paramilitary attack. The men were found lying together in an alley off Falcarragh Drive in the Lenadoon area. Both had been shot once in the leg. One of the men was grabbed and bundled into a car while walking in the Ballymurphy area; the other was thought to have been forced into another car while walking along the Falls Road. A spokesman for the Families Against Intimidation And Terror (FAIT) blamed the attack on the Irish Republican Army (IRA), but the Royal Ulster Constabulary did not speculate on the identity of the perpetrators.",Private Citizens & Property,Unknown
199901050004,Iran,35.724533,51.40519,1.0,"01/05/1999: Two motorcyclists adhered explosives to the vehicle of the head of the Tehran judiciary, Hojjat ol-Eslam Ali Razini, in Tehran, Iran. Five were injured and one died from the blast. Ali Razini survived but suffered injuries in the leg, abdomen and chest. Mahdaviyat was blamed for the attack.",Government (General),Mahdaviyat
