eventid,country_txt,latitude,longitude,nkill,summary,targtype1_txt,gname
197600000001,Turkey,41.106178,28.689863,,,Military,Armenian Secret Army for the Liberation of Armenia
197600000002,Turkey,39.930771,32.76754,,,Military,Armenian Secret Army for the Liberation of Armenia
197601000001,Portugal,38.725299,-9.150036,0.0,,Government (General),Unknown
197601010001,West Germany (FRG),50.11797,8.644191,,,Government (Diplomatic),Unknown
197601020002,Mexico,20.673343,-103.344177,2.0,,Police,23rd of September Communist League
197601030001,Algeria,36.763763,3.055413,,,Journalists & Media,Unknown
197601030002,West Germany (FRG),48.777106,9.180769,0.0,,Government (Diplomatic),Croatian Nationalists
197601040001,Colombia,4.667128,-74.106056,1.0,,Military,National Liberation Army of Colombia (ELN)
197601040002,United Kingdom,54.223033,-6.486782,3.0,,Private Citizens & Property,Ulster Volunteer Force (UVF)
197601040003,United Kingdom,54.417699,-6.36559,3.0,,Government (General),Ulster Volunteer Force (UVF)
197601050001,United Kingdom,54.62713,-6.655224,10.0,,Private Citizens & Property,Republican Action Force
197601050002,United Kingdom,54.77822,-6.557964,1.0,,Police,Irish Republican Army (IRA)
197601070001,United Kingdom,54.607712,-5.95621,1.0,,Private Citizens & Property,Irish Republican Army (IRA)
197601080001,Argentina,-32.951052,-60.666365,8.0,,Private Citizens & Property,Unknown
197601090001,France,48.856644,2.34233,0.0,,Government (Diplomatic),Jewish Defense League (JDL)
197601090002,Israel,31.771599,35.2034,0.0,,Business,Popular Front for the Liberation of Palestine (PFLP)
197601100002,United States,37.755363,-122.443352,0.0,,Government (General),New World Liberation Front (NWLF)
197601100003,United Kingdom,54.607712,-5.95621,1.0,,Private Citizens & Property,Ulster Volunteer Force (UVF)
197601100004,United States,37.755363,-122.443352,0.0,,Government (General),New World Liberation Front (NWLF)
197601110002,United States,33.83276,-117.915719,0.0,,Private Citizens & Property,Unknown
197601110003,Argentina,-34.61768,-58.444435,,,Police,Montoneros (Argentina)
197601120001,West Germany (FRG),51.512054,7.463573,0.0,,Government (Diplomatic),Croatian Nationalists
197601120002,Spain,40.465595,-3.696263,,,Transportation,Unknown
197601120003,United States,40.697132,-73.931351,0.0,,Government (Diplomatic),Jewish Armed Resistance
197601120004,United States,40.697132,-73.931351,0.0,,Government (Diplomatic),Jewish Armed Resistance
197601130001,Spain,43.170017,-2.575197,,,Maritime,Basque Fatherland and Freedom (ETA)
197601130002,United States,38.106075,-122.567889,0.0,,Business,New World Liberation Front (NWLF)
197601130004,United Kingdom,54.607712,-5.95621,4.0,,Private Citizens & Property,Irish Republican Army (IRA)
197601140001,Colombia,3.24114,-74.35539,0.0,,Business,Revolutionary Armed Forces of Colombia (FARC)
197601140002,United States,37.755363,-122.443352,0.0,,Government (Diplomatic),Red Guerilla Family
197601140003,Colombia,8.449905,-75.997844,4.0,,Private Citizens & Property,National Liberation Army of Colombia (ELN)
197601140004,United Kingdom,54.607712,-5.95621,1.0,,Private Citizens & Property,Irish Republican Extremists
197601140005,United Kingdom,54.692009,-6.6703,1.0,,Private Citizens & Property,Ulster Freedom Fighters (UFF)
197601150001,Argentina,-31.399301,-64.182129,0.0,,Private Citizens & Property,Unknown
197601150002,Colombia,4.667128,-74.106056,,,Business,Popular Liberation Army (EPL)
197601160001,United States,40.697132,-73.931351,0.0,,Government (Diplomatic),Jewish Armed Resistance
197601170001,Spain,43.054198,-2.178116,1.0,,Police,Basque Fatherland and Freedom (ETA)
197601170002,United Kingdom,55.011562,-7.312045,1.0,,Military,Irish Republican Army (IRA)
197601170003,United Kingdom,54.607712,-5.95621,1.0,,Private Citizens & Property,Irish Republican Army (IRA)
197601170004,United Kingdom,54.607712,-5.95621,2.0,,Business,Protestant extremists
197601180001,Spain,43.170017,-2.575197,0.0,,Business,Basque Fatherland and Freedom (ETA)
197601210001,Italy,41.890961,12.490069,0.0,,Government (Diplomatic),Unknown
