eventid,country_txt,latitude,longitude,nkill,summary,targtype1_txt,gname
198103030008,Sweden,59.332788,18.064488,1.0,"2/28/1986: Prime Minister Olof Palme was shot and killed after leaving a movie with his wife in Stockholm, Sweden. An unknown gunmen shot Mr. Palme twice at close range and also shot at his wife. His wife was only slightly injured. One person was convicted of the murder, but the ruling was overturned upon appeal. Over 130 people have claimed responsibility for the crime, but none of those claims have been deemed credible by authorities. The case remains unsolved.",Government (General),Unknown
198601010001,France,48.856644,2.34233,0.0,,Religious Figures/Institutions,Unknown
198601010002,Israel,31.771599,35.2034,0.0,,Military,Unknown
198601010003,Peru,-13.152712,-74.218628,0.0,,Utilities,Shining Path (SL)
198601010004,Peru,-13.152712,-74.218628,0.0,,Utilities,Shining Path (SL)
198601010005,Peru,-11.967368,-76.978462,0.0,,Transportation,Shining Path (SL)
198601010006,Peru,-11.967368,-76.978462,0.0,,Private Citizens & Property,Shining Path (SL)
198601010007,Peru,-11.967368,-76.978462,0.0,,Private Citizens & Property,Shining Path (SL)
198601010009,Nicaragua,11.76667,-86.35,5.0,,Military,Nicaraguan Democratic Force (FDN)
198601010010,Peru,-9.823807,-76.684853,1.0,,Private Citizens & Property,Unknown
198601010011,Peru,-11.967368,-76.978462,0.0,,Government (General),Shining Path (SL)
198601010012,Peru,-6.465996,-78.942078,1.0,,Government (General),Shining Path (SL)
198601010013,United Kingdom,54.347539,-6.656108,2.0,,Unknown,Irish Republican Army (IRA)
198601020001,Peru,-6.774056,-79.843559,0.0,,Journalists & Media,Shining Path (SL)
198601030001,Peru,-11.967368,-76.978462,0.0,,Government (General),Shining Path (SL)
198601030002,Peru,-12.707508,-75.969184,0.0,,Utilities,Shining Path (SL)
198601030003,Peru,-12.707508,-75.969184,0.0,,Utilities,Shining Path (SL)
198601030004,Peru,-9.823807,-76.684853,1.0,,Private Citizens & Property,Shining Path (SL)
198601030005,Philippines,16.577417,121.18913,1.0,,Government (General),New People's Army (NPA)
198601030006,Peru,-12.939782,-74.247478,0.0,,Utilities,Shining Path (SL)
198601030007,Peru,-12.939782,-74.247478,0.0,,Utilities,Shining Path (SL)
198601030008,Peru,-9.529924,-77.5288,0.0,,Government (General),Shining Path (SL)
198601040001,South Africa,-23.666367,27.744673,2.0,,Private Citizens & Property,African National Congress (South Africa)
198601040002,South Africa,-23.666367,27.744673,2.0,,Private Citizens & Property,Unknown
198601040003,Spain,43.360299,-5.844781,0.0,,Business,Unknown
198601040004,Sri Lanka,9.666399,80.020477,0.0,,Business,Tamils
198601040005,Peru,-9.529924,-77.5288,0.0,,Government (General),Shining Path (SL)
198601040006,Peru,-11.666676,-75.350141,2.0,,Private Citizens & Property,Shining Path (SL)
198601040007,Peru,-9.529924,-77.5288,0.0,,Government (General),Unknown
198601040008,Sri Lanka,9.666399,80.020477,3.0,,Military,Tamils
198601040009,Peru,-12.977778,-74.262222,0.0,,Military,Shining Path (SL)
198601040010,Peru,-12.977778,-74.262222,0.0,,Private Citizens & Property,Unknown
198601040011,Spain,42.815372,-1.653616,0.0,,Private Citizens & Property,Anti-Terrorist Liberation Group (GAL)
198601040012,Peru,-12.57906,-74.228928,,,Military,Shining Path (SL)
198601050001,South Africa,-25.682317,30.037634,1.0,,Police,Unknown
198601050002,Spain,43.258434,-2.921819,0.0,,Business,Unknown
198601050003,Spain,43.258434,-2.921819,0.0,,Business,Unknown
