eventid,country_txt,latitude,longitude,nkill,summary,targtype1_txt,gname
199701010001,Nepal,27.493003,85.824033,5.0,,Police,Unknown
199701010002,West Bank and Gaza Strip,31.530243,35.094162,0.0,,Private Citizens & Property,Jewish Extremists
199701010003,United States,36.149745,-95.993334,0.0,,Abortion Related,Anti-Abortion extremists
199701010004,United States,36.149745,-95.993334,0.0,,Abortion Related,Anti-Abortion extremists
199701010005,United States,36.149745,-95.993334,0.0,,Abortion Related,Anti-Abortion extremists
199701010006,United States,36.149745,-95.993334,0.0,"1/1/1997: A juvenile (whose name was not released by authorities) threw two Molotov cocktails at the Reproductive Services clinic in Tulsa, Oklahoma, United States. There were no casualties but the abortion clinic sustained $7,000 in damages.",Abortion Related,Anti-Abortion extremists
199701020001,Tajikistan,38.552185,68.767441,1.0,,Military,Unknown
199701020002,Tajikistan,38.552185,68.767441,2.0,,Military,Unknown
199701020003,United States,40.008171,-75.13549,0.0,,Government (General),Unknown
199701020004,United States,39.31927,-94.915599,0.0,,Police,Unknown
199701020005,United States,38.908642,-77.015381,0.0,,Journalists & Media,Unknown
199701020006,Cambodia,11.558831,104.917445,0.0,,Journalists & Media,Unknown
199701030001,India,34.08374,74.789902,7.0,,Government (General),Jamiat ul-Mujahedin (JuM)
199701030002,Mexico,32.493683,-116.95295,1.0,,Government (General),Unknown
199701030003,South Africa,-29.600315,30.38159,2.0,,Private Citizens & Property,Unknown
199701030004,South Africa,-29.600315,30.38159,2.0,,Private Citizens & Property,Unknown
199701030005,India,34.08374,74.789902,4.0,,Government (General),Jamiat ul-Mujahedin (JuM)
199701040001,India,28.690073,77.213982,1.0,,Transportation,Unknown
199701040002,Mexico,17.439193,-99.545097,4.0,,Private Citizens & Property,Justice Army for Defenseless Peoples
199701040003,Nigeria,6.618911,3.305532,0.0,,Government (General),Unknown
199701040004,Sri Lanka,8.964041,80.787941,3.0,,Military,Liberation Tigers of Tamil Eelam (LTTE)
199701040005,Sri Lanka,7.716666,81.700188,2.0,,Military,Liberation Tigers of Tamil Eelam (LTTE)
199701040006,Sri Lanka,7.716666,81.700188,0.0,,Military,Liberation Tigers of Tamil Eelam (LTTE)
199701040007,Tajikistan,38.552185,68.767441,1.0,,Military,Unknown
199701040008,Tajikistan,38.552185,68.767441,1.0,,Military,Unknown
199701040009,Tajikistan,38.552185,68.767441,1.0,,Military,Unknown
199701040010,Algeria,36.813267,5.751706,26.0,,Private Citizens & Property,Islamist extremists
199701040011,Brazil,-22.908278,-43.197026,2.0,,Private Citizens & Property,Unknown
199701040012,Colombia,6.242026,-75.564766,4.0,,Transportation,Unknown
199701040013,India,28.690073,77.213982,0.0,,Transportation,Unknown
