eventid,country_txt,latitude,longitude,nkill,summary,targtype1_txt,gname
198301000001,South Africa,-29.658879,30.855026,,,Government (General),Unknown
198301000002,United Kingdom,51.504387,-0.140041,0.0,,Airports & Aircraft,Jewish Defense League (JDL)
198301000003,Netherlands,52.370216,4.895168,,,Transportation,Autonomy Front
198301000004,Peru,-12.939782,-74.247478,0.0,,Religious Figures/Institutions,Shining Path (SL)
198301010001,Peru,-12.939963,-74.24759,,,Private Citizens & Property,Unknown
198301010002,Peru,-11.967368,-76.978462,0.0,,Utilities,Shining Path (SL)
198301010003,Peru,-11.967368,-76.978462,0.0,,Utilities,Shining Path (SL)
198301010004,Peru,-11.967368,-76.978462,,,Utilities,Unknown
198301010005,Peru,-12.229805,-76.859574,,,Utilities,Unknown
198301010006,Peru,-11.967368,-76.978462,0.0,,Utilities,Unknown
198301010007,Peru,,,,,Private Citizens & Property,Unknown
198301010008,Peru,-13.18579,-74.225461,,,Military,Unknown
198301010009,Peru,-11.967368,-76.978462,,,Military,Unknown
198301010010,Peru,-11.967368,-76.978462,,,Business,Unknown
198301010011,Peru,-11.967368,-76.978462,0.0,,Business,Unknown
198301010012,France,41.591369,9.278311,0.0,,Government (General),Unknown
198301010013,France,41.930607,8.742907,,,Business,Unknown
198301010014,France,41.930607,8.742907,0.0,,Business,Corsican National Liberation Front (FLNC)
198301010015,France,41.785303,8.980413,,,Business,Corsican National Liberation Front (FLNC)
198301010016,El Salvador,13.69288,-89.199161,0.0,,Utilities,Farabundo Marti National Liberation Front (FMLN)
198301010017,El Salvador,13.69288,-89.199161,0.0,,Utilities,Farabundo Marti National Liberation Front (FMLN)
198301010018,El Salvador,13.69288,-89.199161,0.0,,Private Citizens & Property,Farabundo Marti National Liberation Front (FMLN)
198301010019,Nicaragua,,,,,Private Citizens & Property,Contras
198301010020,United Kingdom,54.103436,-6.193593,2.0,,Police,Irish Republican Army (IRA)
198301010021,Peru,-8.347819,-77.389501,1.0,,Private Citizens & Property,Shining Path (SL)
198301010022,Peru,-13.112405,-74.099228,1.0,,Government (General),Shining Path (SL)
198301010023,Guatemala,15.72003,-88.598269,0.0,,Business,Unknown
198301010024,Guatemala,14.364182,-90.204795,14.0,,Military,Unknown
198301010025,Lebanon,33.888523,35.503513,0.0,,Military,Palestinians
198301010026,Nicaragua,,,2.0,,Military,Contras
198301010027,Nicaragua,,,,,Business,Contras
198301010028,United Kingdom,54.077313,-6.608787,0.0,,Military,Irish Republican Army (IRA)
198301010029,Haiti,18.527716,-72.33284,4.0,,Government (General),Hector Rio De Brigade
198301010030,Peru,-7.046556,-79.059533,18.0,,Private Citizens & Property,Shining Path (SL)
198301010031,Peru,-10.342906,-76.291959,1.0,,Police,Shining Path (SL)
198301010032,Peru,-10.342906,-76.291959,,,Police,Shining Path (SL)
198301010033,Peru,-6.875968,-79.922097,,,Police,Unknown
198301010034,Peru,-16.409501,-71.537384,,,Journalists & Media,Unknown
198301010035,Peru,-12.939782,-74.247478,0.0,,Business,Shining Path (SL)
198301020001,Lebanon,34.034916,36.227844,0.0,,Violent Political Party,Unknown
198301020002,Colombia,0.49765,-76.49768,1.0,,Military,M-19 (Movement of April 19)
198301020003,Colombia,6.339722,-73.616944,3.0,,Private Citizens & Property,Revolutionary Armed Forces of Colombia (FARC)
198301020004,Lebanon,33.550434,35.370964,,,Military,Palestinians
198301020005,Lebanon,33.550434,35.370964,,,Military,Unknown
198301030001,Peru,-14.31884,-74.378173,,,Transportation,Shining Path (SL)
198301030002,Peru,-14.31884,-74.378173,,,Transportation,Shining Path (SL)
198301030003,Colombia,3.99759,-74.4995,,,Business,Unknown
198301030004,Colombia,7.06749,-73.16942,1.0,,Terrorists/Non-State Militia,National Liberation Army of Colombia (ELN)
198301030005,Spain,43.258434,-2.921819,1.0,,Police,Basque Fatherland and Freedom (ETA)
198301030006,El Salvador,13.957222,-89.189722,,,Business,Farabundo Marti National Liberation Front (FMLN)
198301030007,El Salvador,13.957222,-89.189722,,,Business,Farabundo Marti National Liberation Front (FMLN)
198301030008,El Salvador,13.536835,-88.780584,9.0,,Military,Farabundo Marti National Liberation Front (FMLN)
198301030009,West Bank and Gaza Strip,31.530243,35.094162,0.0,,Utilities,Jewish Terror
198301040001,Israel,31.768092,35.160944,0.0,,Religious Figures/Institutions,Jewish Terror
198301040002,Lebanon,33.888523,35.503513,1.0,,Private Citizens & Property,Unknown
198301040003,France,41.930607,8.742907,0.0,,Police,Corsican Revolutionary Brigade
198301040004,Peru,-13.152712,-74.218628,1.0,,Military,Shining Path (SL)
198301040005,El Salvador,13.344322,-88.437463,4.0,,Military,Farabundo Marti National Liberation Front (FMLN)
198301040006,El Salvador,13.344322,-88.437463,,,Military,Farabundo Marti National Liberation Front (FMLN)
198301040007,France,42.005007,8.920081,,,Business,Corsican Revolutionary Brigade
198301040008,France,42.005007,8.920081,,,Police,Corsican Revolutionary Brigade
198301040010,El Salvador,13.69288,-89.199161,,,Private Citizens & Property,Unknown
198301040011,Peru,-13.152712,-74.218628,,,Private Citizens & Property,Shining Path (SL)
198301040012,Peru,-10.342906,-76.291959,17.0,,Military,Shining Path (SL)
198301040013,Spain,43.291618,-1.977903,0.0,,Journalists & Media,Basque Fatherland and Freedom (ETA)
198301050001,Haiti,18.527716,-72.33284,0.0,,Government (General),Unknown
198301050002,Haiti,18.527716,-72.33284,0.0,,Government (General),Unknown
198301050003,West Bank and Gaza Strip,31.530243,35.094162,0.0,,Government (General),Unknown
198301050004,Lebanon,33.888523,35.503513,0.0,,Military,Lebanese National Resistance Front
198301050005,Lebanon,33.839638,35.527088,2.0,,Military,Unknown
198301050006,Guatemala,14.622869,-90.529068,0.0,,Private Citizens & Property,Unknown
198301050007,Colombia,6.2675,-75.568611,6.0,,Private Citizens & Property,Death to Kidnappers (MAS)
198301050008,United Kingdom,55.011562,-7.312045,0.0,,Police,Irish Republican Army (IRA)
198301050009,Peru,-13.152712,-74.218628,0.0,,Private Citizens & Property,Shining Path (SL)
198301050010,Colombia,8.0356,-73.8834,6.0,,Private Citizens & Property,Unknown
198301050011,Colombia,0.49765,-76.49768,6.0,,Military,M-19 (Movement of April 19)
198301050012,El Salvador,,,,,Military,Farabundo Marti National Liberation Front (FMLN)
198301050013,El Salvador,13.56667,-88.6,,,Military,Farabundo Marti National Liberation Front (FMLN)
198301050014,Peru,-13.054167,-74.139167,,,Private Citizens & Property,Shining Path (SL)
198301050015,Peru,-13.049128,-74.137974,,,Business,Shining Path (SL)
198301060001,El Salvador,13.69288,-89.199161,,,Transportation,Farabundo Marti National Liberation Front (FMLN)
198301060002,El Salvador,13.69288,-89.199161,,,Transportation,Farabundo Marti National Liberation Front (FMLN)
198301060003,El Salvador,13.69288,-89.199161,,,Transportation,Farabundo Marti National Liberation Front (FMLN)
198301060004,Peru,-13.152712,-74.218628,1.0,,Police,Shining Path (SL)
198301060005,El Salvador,13.171829,-88.170245,1.0,,Military,Farabundo Marti National Liberation Front (FMLN)
198301060006,United Kingdom,54.103436,-6.193593,2.0,,Police,Irish Republican Army (IRA)
198301070001,Guatemala,15.587991,-91.676069,9.0,,Private Citizens & Property,Unknown
198301070002,Peru,-9.538854,-77.582718,2.0,,Private Citizens & Property,Unknown
198301070003,Peru,-5.848889,-79.444167,1.0,,Private Citizens & Property,Unknown
198301070004,El Salvador,13.49446,-88.530343,2.0,,Military,Farabundo Marti National Liberation Front (FMLN)
198301070005,El Salvador,13.933732,-89.025836,2.0,,Military,Farabundo Marti National Liberation Front (FMLN)
198301070006,Guatemala,15.375358,-90.429168,4.0,,Military,Unknown
198301070007,Guatemala,15.498381,-90.982067,5.0,,Military,Unknown
198301070008,Nicaragua,,,2.0,,Business,Contras
198301070009,Lebanon,33.841552,35.54937,1.0,,Military,Palestinians
198301070010,Peru,-12.286658,-74.874104,,,Business,Shining Path (SL)
198301080001,Spain,43.420422,-2.722158,2.0,,Military,Basque Fatherland and Freedom (ETA)
198301080002,El Salvador,13.738762,-89.054916,0.0,,Government (General),Unknown
198301080003,Israel,32.08297,34.811886,0.0,,Transportation,Unknown
198301080004,Peru,-11.967368,-76.978462,0.0,,Private Citizens & Property,Shining Path (SL)
198301080005,Peru,-13.152712,-74.218628,,,Journalists & Media,Unknown
