eventid,country_txt,latitude,longitude,nkill,summary,targtype1_txt,gname
197101010001,United States,35.214905,-80.001234,0.0,"1/1/1971: The Mount Gilead, North Carolina, United States garage of William Chambers, the father of civil rights attorney Julius Chambers, was suspected to have been destroyed by arson. There were no casualties  but the damages to building were estimated to be $11,000.",Private Citizens & Property,White supremacists/nationalists
197101040001,West Germany (FRG),48.139126,11.580186,,,Police,Unknown
197101050001,United States,34.0961,-117.716404,0.0,"1/5/1970: Unknown perpetrators threw a firebomb into an R.O.T.C. office at Claremont Men's College in Claremont, California, United States. There were no casualties but the building sustained an estimated $1,000 in damages.",Military,Student Radicals
197101050002,United States,34.20034,-119.180439,0.0,"1/5/1971:  Unknown perpetrators bombed a military induction center in Oxnard, California, United States. There were no casualties and it is unknown if the center sustained damages.",Military,Left-Wing Militants
197101060001,United States,34.05483,-117.750034,0.0,"1/6/1971: Unknown perpetrators threw a firebomb into the Camp Fire Girls Headquarters in Pomona, California, United States. There were no casualties, however, the building was destroyed causing an estimated $50,000 in damages. This attack occurred during heightened racial tensions in Pomona which included an attempted boycott of the school system.",NGO,Black Nationalists
197101070001,Turkey,38.355879,38.296474,0.0,,Military,Turkish People's Liberation Army
197101080001,Uruguay,-34.891151,-56.187214,0.0,,Government (Diplomatic),Tupamaros (Uruguay)
197101080002,West Germany (FRG),48.139126,11.580186,,,Police,Unknown
197101080004,United States,38.908642,-77.015381,0.0,,Government (Diplomatic),Jewish Defense League (JDL)
197101090001,United States,34.038254,-117.752109,0.0,"1/9/1971: Unknown perpetrators set a fire in the cafeteria at Garey High School in Pomona, California, United States. There were no casualties but the fire caused an estimated $15,000 in damages. This attack occurred during heightened racial tensions in Pomona which included an attempted boycott of the school system.",Educational Institution,Black Nationalists
197101090002,United States,34.055103,-117.749991,0.0,"1/9/1971:  Unknown perpetrators set a fire in the cafeteria at Hamilton Elementary School in Pomona, California, United States. There were no casualties and only minor damages were reported. This attack occurred during heightened racial tensions in Pomona which included an attempted boycott of the school system.",Educational Institution,Black Nationalists
197101110001,Uruguay,-34.891151,-56.187214,1.0,,Police,Tupamaros (Uruguay)
197101110002,Turkey,39.930771,32.76754,,,Business,Turkish People's Liberation Army
197101110003,United States,34.055103,-117.749991,0.0,"1/11/1971: Unknown perpetrators set a fire in the cafeteria at Hamilton Elementary School in Pomona, California, United States. There were no injuries or fatalities and only minor damages were reported. This attack occurred during heightened racial tensions in Pomona which included an attempted boycott of the school system.",Educational Institution,Black Nationalists
197101120001,United States,33.78359,-118.353879,0.0,"1/12/1971: Unknown perpetrators threw a Molotov cocktail through the front window of the Palos Verdes Peninsula Chamber of Commerce office in Rolling Hills Estates, California, United States. There were no casualties but damage to the chamber of commerce and two businesses housed in the same facility amounted to an estimated $12,000.",Government (General),Left-Wing Militants
197101130001,United States,37.755363,-122.443352,1.0,,Police,Black Liberation Army
197101130002,West Germany (FRG),48.139126,11.580186,,,Police,Unknown
197101150004,United States,40.697132,-73.931351,0.0,"1/15/1971: In a series of related incidents, an unknown perpetrator bombed a Marine Recruiting Station located in the National Bronx Bank Building in the Bronx, New York, United States. Two people were injured and the bomb caused minor damage.",Military,Left-Wing Militants
197101150005,United States,40.697132,-73.931351,0.0,"1/15/1971: In a series of related incidents, unknown perpetrators bombed an Air Force Recruiting Station in Manhattan, New York, United States. There were no casualties and the bomb caused minor damage.",Military,Left-Wing Militants
197101160001,West Germany (FRG),48.139126,11.580186,,,Government (Diplomatic),Unknown
197101170002,United States,40.697132,-73.931351,0.0,,Government (Diplomatic),Unknown
197101190001,United States,37.755363,-122.443352,0.0,"1/19/1971: Unknown perpetrators bombed a Housing Authority Police Station in San Francisco, California, United States. There were no casualties but about thirty windows were shattered and power and communication lines were knocked out.",Police,Black Nationalists
197101190002,United States,37.755363,-122.443352,0.0,"1/19/1971: Unknown perpetrators placed a time bomb adjacent to military recruiting offices housed in the old federal building at the San Francisco Civic Center in California, United States. The bomb was discovered and defused.",Government (General),Left-Wing Militants
197101190003,United States,41.479561,-81.675461,0.0,"1/19/1971: Unknown perpetrators firebombed the home of James Ford in Cleveland, Ohio, United States. There were no casualties but Ford's home sustained $15,000 in damages. Ford was an administrator at the Cuyahoga Metropolitan Housing Authority. At the time, dissident employees of the organization were on strike.",Private Citizens & Property,Strikers
197101220001,Turkey,39.930771,32.76754,0.0,,Government (Diplomatic),Turkish People's Liberation Army
197101220002,Turkey,39.930771,32.76754,0.0,,Military,Unknown
197101220003,Ethiopia,11.583513,37.397019,0.0,,Airports & Aircraft,Eritrean Liberation Front
197101240001,Argentina,-34.68631,-58.528473,0.0,,Business,Peronist Armed Forces (FAP)
197101240002,United States,40.697132,-73.931351,1.0,"1/24/1971: At around 8:00 AM, a member of the Black Liberation Army flagged down a police officer driving his radio car in Manhattan, New York, United States. When the cop pulled over, the perpetrator began stabbing the officer with a knife. The officer then shot and killed the assailant. That morning, the New York Times received two anonymous calls stating that a New York policeman would be killed at 8:00 AM unless the BLA received $100,000.",Police,Black Liberation Army
197101250001,Turkey,39.930771,32.76754,0.0,,Government (Diplomatic),Turkish People's Liberation Army
197101250002,Turkey,39.930771,32.76754,,,Military,Turkish People's Liberation Army
197101260001,United States,26.714388,-80.052689,0.0,"1/26/1971: Unknown perpetrators bombed the boiler room located at the north campus of Twin Lakes High School in West Palm Beach, Florida, United States. The explosion caused $10,000 in damages to the heating system. Twin Lakes High School was the scene of intense racial conflict.",Educational Institution,Black Nationalists
197101270001,Uruguay,-34.891151,-56.187214,0.0,,Educational Institution,Tupamaros (Uruguay)
197101270002,Uruguay,-34.891151,-56.187214,0.0,,Journalists & Media,Tupamaros (Uruguay)
197101270003,Uruguay,-34.891151,-56.187214,0.0,,Educational Institution,Tupamaros (Uruguay)
197101270004,United Kingdom,54.607712,-5.95621,1.0,,Private Citizens & Property,Irish Republican Army (IRA)
197101280001,Dominican Republic,18.456792,-69.951164,0.0,,Educational Institution,Tony El Pelou Band
197101280002,Dominican Republic,18.456792,-69.951164,0.0,,Journalists & Media,Tony El Pelou Band
197101290001,West Germany (FRG),48.139126,11.580186,0.0,,Government (General),Unknown
197101290002,Turkey,39.930771,32.76754,,,Government (General),Turkish People's Liberation Army
197101290003,United States,34.097866,-118.407379,1.0,,Government (General),Chicano Liberation Front
197101290004,Argentina,-31.399301,-64.182129,,,Business,Revolutionary Armed Forces- Argentina (FAR-A)
197102020001,Turkey,38.395649,27.135641,,,Government (General),Turkish People's Liberation Army
197102020002,Turkey,38.395649,27.135641,0.0,,Military,Turkish People's Liberation Army
197102030001,Uruguay,-34.891151,-56.187214,,,Business,Tupamaros (Uruguay)
197102040001,United States,37.791927,-122.225906,,,Military,BAY Bombers
197102040002,United States,35.2225,-80.837539,0.0,"2/4/1971: The Charlotte, North Carolina, United States law offices of civil rights attorney Julius Chambers were destroyed by arson. There were no casualties in the attack.",Government (General),White supremacists/nationalists
197102050001,United States,34.419255,-119.698869,0.0,,Military,Unknown
197102060001,West Germany (FRG),50.11797,8.644191,,,Educational Institution,Unknown
197102060002,United Kingdom,54.607712,-5.95621,1.0,,Military,Irish Republican Army (IRA)
197102070001,United Kingdom,54.63797,-6.14485,1.0,,Private Citizens & Property,Irish Republican Extremists
197102080001,Turkey,39.930771,32.76754,0.0,,Military,Turkish People's Liberation Army
197102080002,Iran,37.146795,49.536102,,,Police,Unknown
197102090001,United Kingdom,54.452223,-7.486124,5.0,,Military,Irish Republican Army (IRA)
197102090002,United States,26.714388,-80.052689,0.0,"2/9/1971: Unknown perpetrators placed a bomb underneath the car of Thomas H. Abbott, the principal of Twin Lakes High School in West Palm Beach, Florida, United States. The bomb failed to explode because the timing device of the weapon malfunctioned. Twin Lakes High School was the scene of intense racial conflict.",Educational Institution,Black Nationalists
197102100001,Turkey,39.930771,32.76754,0.0,,Private Citizens & Property,Turkish People's Liberation Army
197102100002,Sweden,57.696994,11.9865,0.0,,Government (Diplomatic),Croatian Nationalists
197102100003,United States,41.084195,-81.514059,0.0,"2/10/1971: Charles Lawrence, a member of a Neo-Nazi group, placed a dynamite bomb at the home of Ben Maidenburg in Akron, Ohio, United States. Maidenburg was the publisher of the Akron Beacon Journal. The bomb was discovered and subsequently removed.",Private Citizens & Property,Neo-Nazi extremists
197102110001,Venezuela,10.482834,-66.962128,0.0,,Business,Movement of the Revolutionary Left (MIR) (Venezuela)
197102110002,Turkey,39.930771,32.76754,,,Government (Diplomatic),Unknown
197102120001,Philippines,14.596051,120.978666,,,Government (Diplomatic),Unknown
197102120002,Turkey,39.930771,32.76754,0.0,,Private Citizens & Property,Unknown
197102120003,United States,36.974025,-122.030954,0.0,,Military,Unknown
197102130001,United States,33.74502,-84.391669,0.0,"2/13/1971: James Palmer Brewer and Randy Gerald Davis bombed the Armed Forces Induction Center in Atlanta, Georgia, United States. There were no casualties but the blast shattered hundreds of windows.",Military,Left-Wing Militants
197102140001,United States,40.097625,-74.857269,0.0,"2/14/1971: Five anti-war protesters broke into the Bucks County Selective Service office in Bristol, Pennsylvania, United States. The perpetrators set fire to draft records and ransacked the office. The interior of the office was heavily damaged and around half of the files were destroyed.",Government (General),Left-Wing Militants
197102150001,Turkey,39.930771,32.76754,0.0,,Military,Turkish People's Liberation Army
197102150002,United Kingdom,54.607712,-5.95621,1.0,,Military,Irish Republican Army (IRA)
197102160001,United States,18.442164,-66.026298,0.0,"2/16/1971: In a series of related incidents, Puerto Rican nationalists bombed El San Juan Hotel in San Juan, Puerto Rico. There were no casualties but the hotel sustained $5,500 in damages.",Business,Puerto Rican Nationalists
197102160002,United States,18.442164,-66.026298,0.0,"2/16/1971: In a series of related incidents, Puerto Rican nationalists bombed the Americana in San Juan, Puerto Rico. There were no casualties but the hotel sustained $5,000 in damages.",Business,Puerto Rican Nationalists
197102160003,United States,18.386932,-66.061127,0.0,"2/16/1971: In a series of five incidents that might have been related, Puerto Rican nationalists placed a pipe bomb at the United States Coast Guard radio beacon tower in San Juan, Puerto Rico. The bomb was discovered and deactivated two hours before it was set to detonate.",Military,Puerto Rican Nationalists
197102160004,United States,18.386932,-66.061127,0.0,"2/16/1971: In a series of five incidents that might have been related, Puerto Rican nationalists placed three Molotov cocktails in an office building housing American owned businesses in San Juan, Puerto Rico. The firebombs were discovered unignited and subsequently removed.",Business,Puerto Rican Nationalists
197102160005,United States,18.386932,-66.061127,0.0,"2/16/1971: In a series of five incidents that might have been related, Puerto Rican nationalists placed an incendiary device in the Franklin's Store in Rio Piedras, Puerto Rico. The firebomb were discovered unignited and subsequently removed.",Business,Puerto Rican Nationalists
197102170001,Turkey,39.930771,32.76754,0.0,,Military,Turkish People's Liberation Army
