eventid,country_txt,latitude,longitude,nkill,summary,targtype1_txt,gname
198101000001,Ireland,53.361675,-6.245485,1.0,,Terrorists/Non-State Militia,Irish Republican Army (IRA)
198101000002,El Salvador,,,,,Private Citizens & Property,Unknown
198101000003,Iraq,35.500143,45.30573,,,Private Citizens & Property,Unified Kurdish Socialist Party
198101000004,Peru,-13.152712,-74.218628,0.0,,Telecommunication,Shining Path (SL)
198101000005,France,43.604652,1.444209,0.0,,Business,Unknown
198101000006,Somalia,2.059819,45.326115,0.0,,Business,Somali Salvation Front (SSF)
198101000007,Somalia,2.059819,45.326115,,,Business,Somali Salvation Front (SSF)
198101000008,Somalia,2.059819,45.326115,,,Business,Somali Salvation Front (SSF)
198101000009,Somalia,2.059819,45.326115,,,Unknown,Somali Salvation Front (SSF)
198101000010,Somalia,2.059819,45.326115,,,Unknown,Somali Salvation Front (SSF)
198101000011,Somalia,2.059819,45.326115,,,Unknown,Somali Salvation Front (SSF)
198101000012,Spain,43.258434,-2.921819,,,Business,Basque Fatherland and Freedom (ETA)
198101000014,United States,18.011091,-66.614182,,,Business,Macheteros
198101000015,Italy,45.469212,9.174508,,,Government (Diplomatic),Armenian Secret Army for the Liberation of Armenia
198101000016,Italy,45.469212,9.174508,,,Airports & Aircraft,Armenian Secret Army for the Liberation of Armenia
198101010001,West Bank and Gaza Strip,31.784838,35.224613,0.0,,Business,Palestinians
198101010002,Martinique,14.609856,-61.068731,0.0,,Government (General),Guadeloupe Liberation Army
198101010003,Spain,43.353607,-2.907457,0.0,,Utilities,Unknown
198101010004,Spain,43.338233,-1.789272,0.0,,Utilities,Unknown
198101010005,Spain,43.311307,-1.900896,0.0,,Utilities,Unknown
198101010006,El Salvador,13.58844,-89.236283,3.0,,Police,Unknown
198101010007,El Salvador,13.898333,-89.196944,0.0,,Police,Unknown
198101010008,Ireland,53.971822,-6.486281,1.0,,Private Citizens & Property,Irish Republican Army (IRA)
