eventid,country_txt,latitude,longitude,nkill,summary,targtype1_txt,gname
198401000001,Peru,-13.152712,-74.218628,1.0,,Private Citizens & Property,Shining Path (SL)
198401010001,El Salvador,13.69288,-89.199161,,,Utilities,Farabundo Marti National Liberation Front (FMLN)
198401010002,El Salvador,13.69288,-89.199161,,,Utilities,Farabundo Marti National Liberation Front (FMLN)
198401010003,West Bank and Gaza Strip,32.222271,35.253506,0.0,,Police,Palestine Liberation Organization (PLO)
198401010004,West Bank and Gaza Strip,32.222271,35.253506,0.0,,Military,Palestinians
198401010005,United Kingdom,54.645861,-6.745149,0.0,,Business,Irish Republican Army (IRA)
198401010006,United Kingdom,54.489224,-6.920883,,,Business,Irish Republican Army (IRA)
198401010007,United Kingdom,54.645861,-6.745149,0.0,,Business,Irish Republican Army (IRA)
198401010008,Lebanon,,,0.0,,Military,Palestinians
198401010009,Lebanon,33.377007,35.483707,0.0,,Military,Palestinians
198401010010,Lebanon,33.550434,35.370964,0.0,,Military,Palestine Liberation Organization (PLO)
198401010011,Lebanon,33.541351,35.586215,0.0,,Military,Palestine Liberation Organization (PLO)
198401010012,Peru,,,0.0,,Utilities,Shining Path (SL)
198401010013,Peru,,,0.0,,Utilities,Shining Path (SL)
198401010014,Peru,,,0.0,,Utilities,Shining Path (SL)
198401010015,Peru,,,0.0,,Utilities,Shining Path (SL)
198401010016,Peru,,,0.0,,Utilities,Shining Path (SL)
198401010017,Peru,,,0.0,,Utilities,Shining Path (SL)
198401010018,Peru,,,0.0,,Utilities,Shining Path (SL)
198401010019,Peru,,,0.0,,Utilities,Shining Path (SL)
198401010020,Peru,,,0.0,,Utilities,Shining Path (SL)
198401010021,Peru,,,0.0,,Utilities,Shining Path (SL)
198401010022,Peru,,,0.0,,Utilities,Shining Path (SL)
198401010023,Peru,,,0.0,,Utilities,Shining Path (SL)
198401010024,Peru,,,0.0,,Utilities,Shining Path (SL)
198401010025,Peru,,,0.0,,Utilities,Shining Path (SL)
198401010026,Peru,,,0.0,,Utilities,Shining Path (SL)
198401010027,Peru,,,0.0,,Utilities,Shining Path (SL)
198401010028,Peru,,,0.0,,Utilities,Shining Path (SL)
198401010029,Peru,,,0.0,,Utilities,Shining Path (SL)
198401010030,Peru,,,0.0,,Utilities,Shining Path (SL)
