eventid,country_txt,latitude,longitude,nkill,summary,targtype1_txt,gname
199501000001,United States,35.08418,-106.648639,0.0,,Abortion Related,Anti-Abortion extremists
199501000002,United States,35.08418,-106.648639,0.0,,Abortion Related,Anti-Abortion extremists
199501000003,United States,35.08418,-106.648639,0.0,,Abortion Related,Anti-Abortion extremists
199501010001,Tajikistan,38.552185,68.767441,10.0,,Military,Unknown
199501010002,Turkey,41.106178,28.689863,0.0,,Religious Figures/Institutions,Unknown
199501010004,Denmark,55.676075,12.568316,0.0,,Business,Anarchists
199501010005,Denmark,55.676075,12.568316,0.0,,Business,Anarchists
199501010006,Denmark,55.676075,12.568316,0.0,,Business,Anarchists
199501010007,Denmark,55.676075,12.568316,0.0,,Business,Anarchists
199501010009,Guatemala,14.622869,-90.529068,0.0,,Military,Unknown
199501010010,Guatemala,14.622869,-90.529068,0.0,,Military,Unknown
199501010011,Guatemala,15.587991,-91.676069,0.0,,Utilities,Guatemalan National Revolutionary Unity (URNG)
199501020001,Pakistan,31.090612,72.35952,2.0,,Transportation,Unknown
199501020002,West Bank and Gaza Strip,31.530243,35.094162,1.0,,Military,Hamas (Islamic Resistance Movement)
199501020003,Tajikistan,38.552185,68.767441,0.0,,Journalists & Media,Unknown
199501020004,Tajikistan,38.552185,68.767441,0.0,,Government (General),Unknown
199501020005,Turkey,41.106178,28.689863,0.0,,Government (General),Unknown
199501020006,United States,35.08418,-106.648639,0.0,,Abortion Related,Anti-Abortion extremists
199501020008,Egypt,27.732365,30.843773,7.0,,Police,Al-Gama'at al-Islamiyya (IG)
199501020009,Egypt,27.732365,30.843773,4.0,,Police,Al-Gama'at al-Islamiyya (IG)
199501020010,Italy,43.070167,12.617518,0.0,,Journalists & Media,Unknown
199501020012,United States,35.08418,-106.648639,0.0,,Abortion Related,Anti-Abortion extremists
199501030001,Rwanda,-2.475844,28.91845,1.0,,Private Citizens & Property,Unknown
199501030002,Tajikistan,37.833333,69.0,10.0,,Military,Unknown
199501030003,Thailand,7.013983,100.471242,2.0,,Transportation,Muslim Separatists
199501030004,Bangladesh,23.791275,90.418205,0.0,,Police,Awami League
