eventid,country_txt,latitude,longitude,nkill,summary,targtype1_txt,gname
197400000001,Italy,44.407062,8.933989,1.0,,Government (General),Red Brigades
197400000002,France,48.856644,2.34233,0.0,,Business,Unknown
197400000003,Italy,41.890961,12.490069,0.0,,Airports & Aircraft,Unknown
197401000001,Bolivia,-17.382789,-66.166439,0.0,,Military,Unknown
197401010001,United Kingdom,54.607712,-5.95621,1.0,,Military,Irish Republican Army (IRA)
197401020001,Argentina,-34.61768,-58.444435,,,Business,Unknown
197401030001,Argentina,-34.61768,-58.444435,0.0,,Business,Unknown
197401050001,Argentina,-32.956451,-69.195545,0.0,,Transportation,Ejercito Revolucionaria del Pueblo (ERP) (Argentina)
197401050002,United Kingdom,54.607712,-5.95621,1.0,,Private Citizens & Property,Protestant extremists
197401060001,United Kingdom,51.504387,-0.140041,0.0,,Military,Irish Republican Army (IRA)
197401060002,United Kingdom,51.504387,-0.140041,0.0,,Military,Irish Republican Army (IRA)
197401060003,France,46.306884,4.828731,0.0,,Business,Unknown
197401080001,Argentina,-34.921295,-57.954333,,,Business,Unknown
197401090001,Greece,37.99749,23.762728,0.0,,Government (General),Unknown
197401100001,Italy,41.890961,12.490069,,,Business,Unknown
197401100002,United Kingdom,54.607712,-5.95621,1.0,,Private Citizens & Property,Ulster Volunteer Force (UVF)
197401110001,Italy,45.072731,7.679541,,,Government (Diplomatic),Unknown
197401110002,Switzerland,47.36865,8.539182,0.0,,Government (Diplomatic),Iberian Liberation Movement (MIL)
197401110003,Italy,41.890961,12.490069,0.0,,Business,Unknown
197401110004,United Kingdom,55.011562,-7.312045,2.0,,Private Citizens & Property,Official Irish Republican Army (OIRA)
197401130001,United Kingdom,54.607712,-5.95621,1.0,,Private Citizens & Property,Official Irish Republican Army (OIRA)
197401140001,Argentina,-31.399301,-64.182129,0.0,,Private Citizens & Property,Unknown
197401140002,United Kingdom,54.595016,-5.703109,1.0,,Private Citizens & Property,Ulster Volunteer Force (UVF)
197401170001,United Kingdom,54.452223,-7.486124,1.0,,Military,Irish Republican Army (IRA)
197401170002,United Kingdom,54.542956,-6.926293,1.0,,Business,Protestant extremists
197401190001,Argentina,-36.774967,-59.854038,,,Military,Ejercito Revolucionaria del Pueblo (ERP) (Argentina)
197401190002,Argentina,-36.774967,-59.854038,2.0,,Police,Ejercito Revolucionaria del Pueblo (ERP) (Argentina)
197401200001,Mexico,19.371887,-99.086624,0.0,,Government (Diplomatic),Unknown
197401200002,United Kingdom,54.713641,-5.808233,1.0,,Private Citizens & Property,Protestant extremists
197401200003,United Kingdom,54.414416,-6.976641,1.0,,Military,Irish Republican Army (IRA)
197401210001,United Kingdom,51.504387,-0.140041,0.0,,Religious Figures/Institutions,Irish Republican Army (IRA)
197401210002,United Kingdom,55.011562,-7.312045,1.0,,Military,Irish Republican Army (IRA)
197401240001,France,48.885212,2.437678,0.0,,Business,Unknown
197401240002,United Kingdom,51.504387,-0.140041,0.0,,Business,Unknown
197401250001,United Kingdom,54.707756,-6.53233,1.0,,Military,Irish Republican Army (IRA)
197401260001,United Kingdom,54.607712,-5.95621,1.0,,Police,Irish Republican Army (IRA)
197401280001,United States,37.755363,-122.443352,1.0,"01/28/1974: An assailant shot and killed John Bambic, an elderly white man, on Ninth and Howard Streets in San Francisco, California, United States. The perpetrator, later identified by witnesses as J.C. Simon, ran across the street to a gas station where a Cadillac was waiting for him, with two other men inside. The perpetrators were black Muslims who followed the Nation of Islam and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they interpreted as white people. This was the fourteenth in a series of 20 racially motivated attacks (with 23 victims) targeting white people by black Muslims who came to be known as the Zebra Killers, and specifically, the third of five attacks on this day.",Private Citizens & Property,Zebra killers
197401280002,United States,37.755363,-122.443352,1.0,"01/28/1974: Assailants shot and killed Jane Holly, a white woman, at the Lightning Coin Launderette on Silver Avenue and Brussells Street in San Francisco, California United States. The assailants were later identified as J.C. Simon and Manuel Moore, who fled along with a third man Anthony Harris, who was waiting in a car. Moore and Simon were charged with Holly's murder. The perpetrators were black Muslims who followed the Nation of Islam and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they interpreted as white people. This was the fifteenth in a series of 20 racially motivated attacks (with 23 victims) targeting white people by black Muslims who came to be known as the Zebra Killers, and specifically, the fourth of five attacks on this day.",Private Citizens & Property,Zebra killers
197401280003,United States,37.755363,-122.443352,1.0,"01/28/1974: Assailants shot and killed Vincent Wollin, a white man, on Scott Street between Fulton and Divisadero Streets in San Francisco, California, United States. The perpetrators used a .32 caliber firearm. This attack occurred just a few minutes after the murder of white woman Tana Smith a few streets away. No indictment other than the charge of conspiracy was brought on this crime, but Anthony Harris informed authorities that J.C. Simon and Manuel Moore were responsible for the murder of Wollin. The perpetrators were black Muslims who followed the Nation of Islam and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they interpreted as white people. This was the thirteenth in a series of 20 racially motivated attacks (with 23 victims) targeting white people by black Muslims who came to be known as the Zebra Killers, and specifically, the second of five attacks on this day.",Private Citizens & Property,Zebra killers
197401280004,United States,37.755363,-122.443352,0.0,"01/28/1974: Assailants shot and paralyzed Roxanne McMillian, a white woman, at 102 Edinburgh in San Francisco, California, United States. The perpetrators, later identified as J.C. Simon and Manuel Moore, then fled to Moore's Cadillac, where Anthony Harris was waiting for them. Both Simon and Moore were accused of the assault in court. The perpetrators were black Muslims who followed the Nation of Islam and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they interpreted as white people. This was the sixteenth in a series of 20 racially motiviated attacks (with 23 victims) targeting white people by black Muslims who came to be known as the Zebra Killers and specifically, the last of five attacks on this particular day.",Private Citizens & Property,Zebra killers
197401280005,United States,37.755363,-122.443352,1.0,"01/28/1974: An assailaint shot and killed Tana Smith, a white woman, at a bus stop at the corner of Geary Boulevard and Divisadero Street in San Francisco, California, United States. The perpetrator, who used a .32 caliber firearm in the attack, fled on foot, but was later identified by eye-witnesses to be J.C. Simon. Anthony C. Harris, witness for the prosecution during the trial, said that he was back at the car waiting for Simon and Manuel Moore to return, after he heard the gunshots. Both Simon and Moore were accused of the murder in trial. The perpetrators were black Muslims who followed the Nation of Islam and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they interpreted as white people. This was the twelfth in a series of 20 racially motivated attacks (with 23 victims) targeting white people by black Muslims who came to be known as the Zebra Killers. It was the first of five attacks on this day.",Private Citizens & Property,Zebra killers
197401290001,Canada,45.42153,-75.697193,0.0,,Government (Diplomatic),Unknown
197401290002,United Kingdom,54.208418,-5.891745,1.0,,Military,Irish Republican Army (IRA)
197401290003,United Kingdom,55.011562,-7.312045,1.0,,Police,Irish Republican Army (IRA)
197401300001,United Kingdom,54.607712,-5.95621,1.0,,Private Citizens & Property,Protestant extremists
197401310001,United Kingdom,51.192882,0.066265,0.0,,Government (General),Irish Republican Army (IRA)
197401310002,Singapore,1.27986,103.848989,0.0,,Business,Japanese Red Army (JRA)
197401310003,United Kingdom,54.684823,-5.965868,2.0,,Private Citizens & Property,Ulster Freedom Fighters (UFF)
197402000001,El Salvador,13.986667,-89.681111,0.0,,Police,Unknown
197402010001,Botswana,-24.658056,25.912222,1.0,,Private Citizens & Property,Unknown
197402010002,France,48.856644,2.34233,0.0,,Private Citizens & Property,Unknown
197402010003,Mexico,20.673343,-103.344177,0.0,,Business,Unknown
197402010004,Mexico,20.673343,-103.344177,0.0,,Business,Unknown
197402010005,Mexico,20.673343,-103.344177,0.0,,Business,Unknown
197402020001,Pakistan,24.891115,67.143311,0.0,,Maritime,Muslim Guerrillas
197402030001,United Kingdom,51.867881,0.266391,0.0,,Business,Irish Republican Army (IRA)
197402030002,United States,39.099169,-76.848461,0.0,"02/03/1974: Unknown perpetrator(s) placed an explosive device under a police vehicle in Laurel, Maryland, United States. The device was dismantled by a technician from the Maryland State Fire Marshall's Office. There were no casualties, nor property damage.",Police,Unknown
197402040001,United Kingdom,51.504387,-0.140041,0.0,,Government (General),Irish Republican Army (IRA)
197402040002,United Kingdom,51.504387,-0.140041,0.0,,Journalists & Media,Irish Republican Army (IRA)
197402040003,United States,40.697132,-73.931351,4.0,,Religious Figures/Institutions,Black Muslims
197402040004,United States,37.874043,-122.280022,0.0,,Journalists & Media,Symbionese Liberation Army (SLA)
197402040005,United Kingdom,51.504387,-0.140041,0.0,,Journalists & Media,Irish Republican Army (IRA)
197402040006,United Kingdom,53.717059,-1.635032,12.0,,Military,Irish Republican Army (IRA)
197402040008,United Kingdom,54.607712,-5.95621,1.0,,Private Citizens & Property,Ulster Volunteer Force (UVF)
197402060001,Kuwait,29.347702,47.94912,0.0,,Government (Diplomatic),Popular Front for the Liberation of Palestine (PFLP)
197402070001,West Germany (FRG),49.87242,8.650855,,,Police,Baader-Meinhof Group
197402090001,Mexico,20.673343,-103.344177,0.0,,Government (General),Unknown
197402090002,United Kingdom,54.607712,-5.95621,1.0,,Private Citizens & Property,Ulster Freedom Fighters (UFF)
197402100001,West Germany (FRG),50.940664,6.959912,,,Government (General),Unknown
197402100002,West Germany (FRG),53.553813,9.991586,0.0,,Police,Unknown
197402110001,Israel,31.771599,35.2034,0.0,,Religious Figures/Institutions,Jewish Defense League (JDL)
197402110002,Israel,31.771599,35.2034,0.0,,Business,Jewish Defense League (JDL)
197402110003,Israel,31.771599,35.2034,0.0,,Religious Figures/Institutions,Jewish Defense League (JDL)
197402110004,United Kingdom,54.684823,-5.965868,2.0,,Private Citizens & Property,Ulster Freedom Fighters (UFF)
197402120001,United Kingdom,51.669303,-0.563143,0.0,,Military,Irish Republican Army (IRA)
197402120002,United Kingdom,54.607712,-5.95621,1.0,,Private Citizens & Property,Ulster Freedom Fighters (UFF)
197402140001,France,48.416095,-3.832245,0.0,,Utilities,Breton Liberation Front (FLB)
197402180001,United Kingdom,54.077313,-6.608787,1.0,,Military,Irish Republican Army (IRA)
197402190001,United Kingdom,54.411142,-6.600146,2.0,,Business,Ulster Volunteer Force (UVF)
197402210001,United Kingdom,54.607712,-5.95621,1.0,,Business,Ulster Freedom Fighters (UFF)
197402230001,France,43.604652,1.444209,0.0,,Government (Diplomatic),International Revolutionary Action Group (GARI)
197402230002,Greece,37.714961,24.057122,2.0,,Business,People's Resistance Organized Army
197402240001,Mexico,20.673343,-103.344177,0.0,,Business,Unknown
197402240002,Mexico,20.673343,-103.344177,0.0,,Business,Unknown
197402240003,Mexico,17.054348,-96.712954,0.0,,Business,Unknown
197402240004,United Kingdom,55.011562,-7.312045,1.0,,Terrorists/Non-State Militia,Irish Republican Army (IRA)
197402240005,United States,40.008321,-105.285048,0.0,"02/24/1974: Suspected Chicano radicals bomb Flatiron Elementary School in Boulder, Colorado, United States, causing thousands of dollars worth of damage. It is unknown whether there were any casualties. This event occurred during a time of fear and racial tension in the Boulder metropolitan area.",Educational Institution,Chicano Radicals
