eventid,country_txt,latitude,longitude,nkill,summary,targtype1_txt,gname
199001000001,Lebanon,33.888523,35.503513,0.0,,Journalists & Media,Unknown
199001010001,India,34.08374,74.789902,0.0,,Government (General),Unknown
199001010002,India,34.08374,74.789902,0.0,,Business,Unknown
199001010003,India,34.08374,74.789902,0.0,,Transportation,Unknown
199001010004,Bolivia,-17.382789,-66.166439,0.0,,Religious Figures/Institutions,Alejo Calatayu
199001010005,Nicaragua,14.233737,-83.538859,2.0,,Religious Figures/Institutions,Nicaraguan Resistance
199001010006,Israel,32.08297,34.811886,0.0,,Government (General),Unknown
199001010007,Bolivia,-17.783219,-63.182042,0.0,,Business,Unknown
199001020001,Colombia,5.026003,-74.030012,0.0,,Police,Revolutionary Armed Forces of Colombia (FARC)
199001020002,Peru,,,0.0,,Police,Shining Path (SL)
199001020003,Mexico,19.7,-100.479167,0.0,,Government (General),Democratic Revolutionary Party
199001020004,United Kingdom,54.607712,-5.95621,1.0,,Business,Irish Republican Army (IRA)
199001020005,Peru,-8.872222,-77.893611,0.0,,Government (General),Shining Path (SL)
199001020006,Peru,,,0.0,,Government (General),Shining Path (SL)
199001020007,Peru,,,0.0,,Government (General),Shining Path (SL)
199001020008,Venezuela,10.032856,-69.263333,0.0,,Religious Figures/Institutions,Omar Torrijos Commando for Latin American Dignity
199001020009,West Bank and Gaza Strip,31.502407,34.459743,1.0,,Private Citizens & Property,Palestinians
199001030001,India,32.11086,76.536253,3.0,,Transportation,Sikh Extremists
199001030002,Colombia,3.800889,-76.641271,3.0,,Transportation,National Liberation Army of Colombia (ELN)
199001030003,Lebanon,33.885229,35.63867,4.0,,Military,Unknown
199001030004,Philippines,6.050458,121.012245,9.0,,Military,Moro National Liberation Front (MNLF)
199001030005,United Kingdom,54.755402,-6.606029,1.0,,Military,Irish Republican Army (IRA)
199001030006,Israel,31.771599,35.2034,0.0,,Private Citizens & Property,Unknown
199001030007,Philippines,7.51008,124.371416,3.0,,Government (General),Moro National Liberation Front (MNLF)
199001030008,Chile,-33.366238,-70.505302,0.0,,Religious Figures/Institutions,Unknown
199001040001,Peru,-7.244488,-76.825965,3.0,,Police,Shining Path (SL)
199001040002,Israel,32.620832,35.55111,0.0,,Military,Fatah Uprising
199001040003,Peru,-17.777883,-69.959507,2.0,,Government (General),Shining Path (SL)
199001040004,Soviet Union,39.936667,46.832778,0.0,,Transportation,Unknown
199001050001,Israel,32.696891,35.664265,0.0,,Military,Fatah Uprising
199001050002,India,31.107153,74.976402,2.0,,Private Citizens & Property,Unknown
199001050003,Philippines,7.48722,124.29917,6.0,,Military,Moro National Liberation Front (MNLF)
199001050004,Colombia,6.242026,-75.564766,1.0,,Government (General),Unknown
199001050005,India,18.102984,74.092428,1.0,,Private Citizens & Property,Unknown
199001050006,India,31.8186,75.2028,1.0,,Private Citizens & Property,Unknown
199001050007,Philippines,15.065238,120.720051,2.0,,Government (General),New People's Army (NPA)
199001050008,Colombia,,,0.0,,Utilities,National Liberation Army of Colombia (ELN)
199001060001,India,,,0.0,,Private Citizens & Property,Unknown
