eventid,country_txt,latitude,longitude,nkill,summary,targtype1_txt,gname
199201000001,Spain,43.224079,-2.718935,0.0,,Business,Unknown
199201000003,Zaire,-10.617413,26.309511,8.0,,Government (General),Supporters Opposition Leader Etienne Tshisekedi
199201010001,West Bank and Gaza Strip,31.418909,34.352605,1.0,,Private Citizens & Property,Palestinians
199201010002,El Salvador,13.69288,-89.199161,0.0,,Journalists & Media,Farabundo Marti National Liberation Front (FMLN)
199201010003,United Kingdom,54.787715,-6.492314,0.0,,Business,Irish Republican Army (IRA)
199201010004,United Kingdom,54.787715,-6.492314,0.0,,Business,Irish Republican Army (IRA)
199201010005,United Kingdom,54.787715,-6.492314,0.0,,Business,Irish Republican Army (IRA)
199201010006,United Kingdom,54.787715,-6.492314,0.0,,Business,Irish Republican Army (IRA)
199201010007,Peru,-9.348385,-77.170804,0.0,,Government (General),Shining Path (SL)
199201010008,South Africa,-25.474193,30.969455,0.0,,Educational Institution,Right-wing extremists
199201010009,Colombia,6.186944,-72.4725,2.0,,Police,National Liberation Army of Colombia (ELN)
199201010010,El Salvador,13.69288,-89.199161,0.0,,Journalists & Media,Unknown
199201010011,El Salvador,13.69288,-89.199161,0.0,,Journalists & Media,Unknown
199201020001,South Africa,-26.252697,27.870275,2.0,,Police,Pan Africanist Congress (PAC)
199201020005,Colombia,8.511375,-73.446796,0.0,,Transportation,National Liberation Army of Colombia (ELN)
199201020006,Germany,53.553813,9.991586,0.0,,Government (Diplomatic),Basque Fatherland and Freedom (ETA)
199201020007,South Africa,-25.862732,28.192523,0.0,,Government (General),Right-wing extremists
199201020008,South Africa,-26.095841,27.758589,0.0,,Government (General),Right-wing extremists
199201020009,Guatemala,17.225,-89.613333,0.0,,Tourists,Unknown
199201020010,Peru,-11.967368,-76.978462,7.0,,Private Citizens & Property,Shining Path (SL)
199201020011,South Africa,-26.252697,27.870275,2.0,,Police,Unknown
199201020012,South Africa,-26.353159,28.132727,2.0,,Police,Unknown
199201020013,Turkey,37.192877,40.581143,0.0,,Military,Unknown
199201030001,United Kingdom,54.446614,-6.690752,2.0,,Private Citizens & Property,Protestant extremists
199201030002,Afghanistan,34.516895,69.147011,0.0,,Journalists & Media,Najib Watan Party Faction
199201030003,Colombia,9.56049,-73.33269,0.0,,Transportation,Simon Bolivar Guerrilla Coordinating Board (CGSB)
199201030004,France,42.309409,9.149022,0.0,,Business,Unknown
199201030005,United Kingdom,54.607712,-5.95621,0.0,,Military,Irish Republican Army (IRA)
199201030006,Colombia,6.2675,-75.568611,2.0,,Military,Simon Bolivar Guerrilla Coordinating Board (CGSB)
199201040001,France,41.930607,8.742907,0.0,,Private Citizens & Property,Unknown
199201040002,Angola,-8.418639,20.735552,1.0,,Business,Unknown
199201040003,Netherlands,52.069858,4.291111,0.0,,Government (General),Actiefront Nationalistisch Nederland
199201040004,United Kingdom,54.607712,-5.95621,0.0,,Business,Irish Republican Army (IRA)
199201040005,United Kingdom,53.814165,-3.053514,0.0,,Military,Irish Republican Army (IRA)
199201040006,South Africa,-30.711043,27.21866,0.0,,Police,Unknown
199201040007,South Africa,-26.280609,27.703698,0.0,,Police,Unknown
199201050001,Lebanon,33.550434,35.370964,1.0,,Terrorists/Non-State Militia,Unknown
199201050002,Peru,-11.967368,-76.978462,1.0,,Private Citizens & Property,Shining Path (SL)
199201050003,Somalia,11.274796,49.179657,2.0,,Government (Diplomatic),Unknown
199201050004,South Africa,-29.641929,30.347358,3.0,,Government (General),Unknown
199201050005,Israel,31.771599,35.2034,0.0,,Business,Palestinians
199201050006,Italy,40.353291,18.174015,0.0,,Transportation,Armed Falange
199201050007,United Kingdom,54.607712,-5.95621,0.0,,Business,Irish Republican Army (IRA)
199201050008,Togo,8.97792,1.145342,0.0,,Business,Unknown
199201050009,Togo,8.97792,1.145342,0.0,,Government (General),Unknown
199201050010,Togo,8.97792,1.145342,0.0,,Government (General),Unknown
199201050011,Nigeria,12.990552,7.602981,0.0,,Police,Shia Muslim extremists
199201060001,Russia,43.320229,45.654491,0.0,,Military,Unknown
199201060002,Colombia,7.287778,-75.394444,4.0,,Military,Simon Bolivar Guerrilla Coordinating Board (CGSB)
199201060003,India,30.898024,75.860077,0.0,,Transportation,Sikh Extremists
199201060004,India,31.633078,74.878288,0.0,,Transportation,Sikh Extremists
199201060005,India,30.898024,75.860077,0.0,,Business,Sikh Extremists
199201060006,Peru,-11.967368,-76.978462,0.0,,Government (General),Shining Path (SL)
199201060007,Togo,7.528543,1.130828,0.0,,Private Citizens & Property,Unknown
199201060008,Cambodia,12.901934,104.525757,13.0,,Private Citizens & Property,Khmer Rouge
199201060009,Colombia,4.667128,-74.106056,1.0,,Police,Revolutionary Armed Forces of Colombia (FARC)
199201060011,Peru,-13.152712,-74.218628,1.0,,Military,Unknown
199201060012,Russia,43.320229,45.654491,1.0,,Military,Unknown
199201060013,Philippines,8.004674,124.2913,0.0,,Religious Figures/Institutions,Unknown
199201070001,Philippines,14.596051,120.978666,1.0,,Business,Unknown
199201070006,Chile,-33.366238,-70.505302,0.0,,Government (General),Unknown
199201070007,South Africa,-26.184113,28.033232,0.0,,Business,Azania People's Organization (AZAPO)
199201080001,Colombia,3.429344,-76.516037,1.0,,Terrorists/Non-State Militia,Unknown
199201080002,Colombia,3.429344,-76.516037,1.0,,Terrorists/Non-State Militia,Unknown
199201080003,Spain,41.400635,2.150913,1.0,,Military,Basque Fatherland and Freedom (ETA)
199201080004,Azerbaijan,40.41724,49.903461,12.0,,Maritime,Unknown
199201080005,Colombia,9.800379,-74.392536,0.0,,Utilities,National Liberation Army of Colombia (ELN)
199201080006,Colombia,7.060051,-73.853115,2.0,,Military,Simon Bolivar Guerrilla Coordinating Board (CGSB)
199201080007,Colombia,11.240039,-74.213163,0.0,,Transportation,Unknown
199201080008,Japan,35.689125,139.747742,0.0,,Government (Diplomatic),Unknown
199201080009,United Kingdom,54.101529,-6.526442,0.0,,Private Citizens & Property,Irish Republican Army (IRA)
199201080010,Peru,-11.967368,-76.978462,1.0,,Business,Tupac Amaru Revolutionary Movement (MRTA)
199201080011,Colombia,7.060051,-73.853115,0.0,,Police,National Liberation Army of Colombia (ELN)
199201080012,Colombia,9.800379,-74.392536,2.0,,Military,National Liberation Army of Colombia (ELN)
199201080013,India,30.748882,76.641358,7.0,,Business,Sikh Extremists
199201080014,India,30.523208,75.888251,10.0,,Business,Sikh Extremists
199201080015,Nicaragua,12.961756,-86.344276,1.0,,Terrorists/Non-State Militia,Recompras
199201080016,Peru,-14.770568,-70.902665,2.0,,Police,Shining Path (SL)
199201080017,Peru,-12.12242,-76.013308,6.0,,Police,Unknown
199201080020,Peru,-8.18885,-76.510838,6.0,,Military,Shining Path (SL)
199201080021,Colombia,3.800889,-76.641271,0.0,,Government (General),Unknown
199201080023,Colombia,3.322222,-76.234722,1.0,,Private Citizens & Property,Revolutionary Armed Forces of Colombia (FARC)
199201090001,Colombia,3.429344,-76.516037,1.0,,Terrorists/Non-State Militia,Unknown
199201090002,France,41.930607,8.742907,1.0,,Private Citizens & Property,Unknown
199201090004,United Kingdom,54.479875,-6.228448,1.0,,Religious Figures/Institutions,Ulster Freedom Fighters (UFF)
199201090005,Pakistan,34.006004,71.53743,1.0,,Terrorists/Non-State Militia,Unknown
199201090006,Chile,-38.734133,-72.584651,0.0,,Private Citizens & Property,United Popular Action Movement
199201090007,Chile,-38.734133,-72.584651,0.0,,Government (General),United Popular Action Movement
199201090008,Cyprus,35.166766,33.367618,0.0,,Journalists & Media,Unknown
199201090009,Guatemala,16.525915,-90.189307,,,Business,Guatemalan National Revolutionary Unity (URNG)
199201090010,United Kingdom,55.011562,-7.312045,0.0,,Police,Irish Republican Army (IRA)
199201090011,Peru,-11.069745,-77.599063,14.0,,Military,Shining Path (SL)
199201090012,Turkey,41.106178,28.689863,0.0,,Private Citizens & Property,Unknown
199201090013,Colombia,5.19688,-73.14554,0.0,,Police,Unknown
199201090014,Colombia,3.7246,-75.4841,1.0,,Military,Unknown
199201090015,Cuba,23.131944,-82.364167,3.0,,Police,Counter-revolutionaries
199201090016,Panama,8.994269,-79.518792,0.0,,Government (General),20 December Movement (M-20)
199201090017,Peru,-11.122722,-77.610568,11.0,,Military,Unknown
199201090018,Colombia,6.643708,-73.653621,0.0,,Military,National Liberation Army of Colombia (ELN)
199201090019,Colombia,4.522335,-76.036389,1.0,,Private Citizens & Property,National Liberation Army of Colombia (ELN)
199201100001,Colombia,5.975153,-74.586142,1.0,,Military,Narco-Terrorists
199201100002,Colombia,8.95736,-73.62346,0.0,,Utilities,National Liberation Army of Colombia (ELN)
199201100003,United Kingdom,54.863117,-6.278343,0.0,,Business,Irish Republican Army (IRA)
199201100004,United Kingdom,54.863117,-6.278343,0.0,,Business,Irish Republican Army (IRA)
199201100005,United Kingdom,54.863117,-6.278343,0.0,,Business,Irish Republican Army (IRA)
199201100006,United Kingdom,54.863117,-6.278343,0.0,,Business,Irish Republican Army (IRA)
199201100007,United Kingdom,54.863117,-6.278343,0.0,,Business,Irish Republican Army (IRA)
199201100008,Peru,-11.967368,-76.978462,0.0,,Government (Diplomatic),Tupac Amaru Revolutionary Movement (MRTA)
199201100009,United Kingdom,51.504387,-0.140041,0.0,,Government (General),Irish Republican Army (IRA)
199201100010,Papua New Guinea,-6.220475,155.63763,0.0,,Business,Bougainville Revolutionary Army (BRA)
199201100011,Bangladesh,22.644036,91.906543,6.0,,Private Citizens & Property,Shanti Bahini - Peace Force
199201100013,Turkey,37.929167,41.941111,0.0,,Government (General),Unknown
199201110001,Peru,-13.283133,-75.319238,1.0,,Government (General),Shining Path (SL)
199201110002,Peru,-11.918478,-75.312889,5.0,,Police,Shining Path (SL)
199201110003,Australia,-27.470933,153.023502,0.0,,Government (Diplomatic),Unknown
199201110004,Mozambique,-24.988573,33.541401,1.0,,Business,Mozambique National Resistance Movement (MNR)
199201120001,Turkey,37.922218,40.184376,1.0,,Private Citizens & Property,Unknown
199201120002,Cyprus,34.707332,33.023397,0.0,,Police,Unknown
199201120003,Greece,40.620663,22.952,0.0,,Business,November 17 Revolutionary Organization (N17RO)
199201120004,Greece,40.620663,22.952,0.0,,Business,November 17 Revolutionary Organization (N17RO)
199201120005,United Kingdom,54.607712,-5.95621,0.0,,Private Citizens & Property,Irish Republican Army (IRA)
199201120006,Peru,-8.748752,-76.223882,3.0,,Business,Narco-Terrorists
199201120007,Peru,-11.967368,-76.978462,2.0,,Police,Shining Path (SL)
199201130001,Chile,-33.366238,-70.505302,1.0,,Police,Manuel Rodriguez Patriotic Front (FPMR)
199201130002,Chile,-33.366238,-70.505302,1.0,,Business,Manuel Rodriguez Patriotic Front (FPMR)
199201130003,Colombia,7.849039,-73.814703,2.0,,Police,Unknown
199201130004,Colombia,9.19974,-73.5433,1.0,,Business,Unknown
199201130005,Colombia,7.75954,-73.39031,1.0,,Business,Unknown
199201130006,Mexico,25.865247,-100.392589,1.0,,Government (General),Unknown
199201130007,United Kingdom,54.536706,-6.70361,1.0,,Private Citizens & Property,Irish Republican Army (IRA)
199201130008,Peru,-11.967368,-76.978462,1.0,,Police,Shining Path (SL)
199201130009,Colombia,7.060051,-73.853115,3.0,,Police,National Liberation Army of Colombia (ELN)
199201130010,United Kingdom,54.607712,-5.95621,0.0,,Private Citizens & Property,Unknown
199201130012,Colombia,4.092517,-75.154538,3.0,,Police,Revolutionary Armed Forces of Colombia (FARC)
199201130013,Colombia,3.7246,-75.4841,2.0,,Police,Unknown
199201130015,Colombia,7.060051,-73.853115,3.0,,Military,National Liberation Army of Colombia (ELN)
199201140001,Lebanon,33.888523,35.503513,1.0,,Private Citizens & Property,Unknown
199201140002,United Kingdom,54.607712,-5.95621,1.0,,Business,Ulster Freedom Fighters (UFF)
199201140003,Peru,-13.508825,-72.527962,1.0,,Government (General),Shining Path (SL)
199201140004,Spain,43.258434,-2.921819,1.0,,Police,Basque Fatherland and Freedom (ETA)
199201140005,Bolivia,-17.387883,-66.251964,0.0,,Business,Unknown
199201140006,Bolivia,-17.387883,-66.251964,0.0,,Journalists & Media,Unknown
199201140007,Bolivia,-16.509317,-68.10434,0.0,,Police,Striking Minors Group
199201140008,Colombia,8.833351,-73.200031,0.0,,Utilities,National Liberation Army of Colombia (ELN)
199201140009,Colombia,8.833351,-73.200031,0.0,,Utilities,National Liberation Army of Colombia (ELN)
199201140010,United Kingdom,54.607712,-5.95621,0.0,,Business,Irish Republican Army (IRA)
199201140011,Colombia,9.70219,-73.27915,3.0,,Police,National Liberation Army of Colombia (ELN)
199201140013,Ecuador,-2.134982,-79.587118,1.0,,Government (General),Unknown
199201140014,West Bank and Gaza Strip,31.907141,35.198219,0.0,,Transportation,Hezbollah Palestine
199201140015,Peru,-13.508825,-72.527962,20.0,,Police,Shining Path (SL)
199201140016,Peru,-11.967368,-76.978462,20.0,,Private Citizens & Property,Shining Path (SL)
199201140017,United States,29.813822,-95.365295,0.0,"1/14/1992: An unknown perpetrator shot and wounded Dr. Douglas Karpen in the underground parking garage of a bank that was near the Women's Medical Center, the abortion clinic where Dr. Karpen was employed, in Houston, Texas, United States. Authorities were unsure whether Dr. Karpen was attacked because of his profession or if this incident was part of a common robbery.",Abortion Related,Anti-Abortion extremists
199201150001,Afghanistan,34.417122,70.449593,1.0,,Police,Unknown
199201150002,El Salvador,13.69288,-89.199161,1.0,,Private Citizens & Property,Death Squad
199201150003,West Bank and Gaza Strip,32.460617,35.301247,1.0,,Private Citizens & Property,Palestinians
199201150004,Lebanon,33.888523,35.503513,1.0,,Private Citizens & Property,Unknown
199201150005,Peru,-11.495531,-77.207192,1.0,,Police,Shining Path (SL)
199201150006,Somalia,-0.357847,42.54665,1.0,,NGO,Unknown
199201150007,Spain,39.470239,-0.376805,1.0,,Educational Institution,Basque Fatherland and Freedom (ETA)
199201150009,Colombia,7.060051,-73.853115,0.0,,Military,Unknown
199201150010,Ecuador,-2.170832,-79.922359,0.0,,Private Citizens & Property,Workers/Employees
199201150011,Mozambique,-25.908271,32.489861,2.0,,Government (General),Mozambique National Resistance Movement (MNR)
199201150012,Turkey,38.353182,38.32083,2.0,,Police,Kurdistan Workers' Party (PKK)
199201160001,Lebanon,33.550434,35.370964,1.0,,Government (General),Unknown
199201160002,South Africa,-30.571475,30.573046,7.0,,Private Citizens & Property,Unknown
199201160003,Spain,36.686562,-6.137173,0.0,,Police,Basque Fatherland and Freedom (ETA)
199201160004,Spain,41.400635,2.150913,2.0,,Military,Basque Fatherland and Freedom (ETA)
199201160005,Austria,48.77156,14.98511,0.0,,Government (General),Neo-Nazi extremists
199201160006,United Kingdom,55.011562,-7.312045,0.0,,Government (General),Irish Republican Army (IRA)
199201160007,United Kingdom,55.011562,-7.312045,0.0,,Business,Irish Republican Army (IRA)
199201160008,Panama,8.994269,-79.518792,0.0,,Private Citizens & Property,Unknown
199201160009,Spain,41.241231,-3.744402,0.0,,Transportation,First of October Antifascist Resistance Group (GRAPO)
199201160010,Brazil,-3.416843,-65.856065,6.0,,Military,Shining Path (SL)
199201160011,El Salvador,13.69288,-89.199161,0.0,,Government (General),Farabundo Marti National Liberation Front (FMLN)
